rc_number,sources,status
DL2CAG8404,renewbuy,deny
PB360007,renewbuy,deny
PB03BD3539,renewbuy,deny
PB09Q3161,renewbuy,deny
PB08BH0378,renewbuy,deny
TN20CY6475,renewbuy,deny
PB08AF0081,renewbuy,deny
PB11BK3730,renewbuy,deny
TN01Z4824,renewbuy,deny
PB11AX7897,renewbuy,deny
PB09AG1616,renewbuy,deny
TN85J0795,renewbuy,deny
PB01C7738,renewbuy,deny
PB32P0108,renewbuy,deny
MH48F3264,renewbuy,deny
TN85P0792,renewbuy,deny
TN22AW6620,renewbuy,deny
PB08DA6847,renewbuy,deny
TN09J9338,renewbuy,deny
PB05AJ0064,renewbuy,deny
OR02BP9412,renewbuy,deny
PB05R9607,renewbuy,deny
OD02AP6708,renewbuy,deny
OR02AP7395,renewbuy,deny
TN01AM1634,renewbuy,deny
PB04V4189,renewbuy,deny
MH15EF0261,renewbuy,deny
PB04AB1623,renewbuy,deny
HR654604,renewbuy,deny
TN01AJ2278,renewbuy,deny
MH11CH2303,renewbuy,deny
DL9CW1781,renewbuy,deny
MH04JH5170,renewbuy,deny
TN22DB5385,renewbuy,deny
PB04S9459,renewbuy,deny
HP667774,renewbuy,deny
DL3CAL5498,renewbuy,deny
WB455065,renewbuy,deny
PB03AT5260,renewbuy,deny
OR02AP0047,renewbuy,deny
WB53A5524,renewbuy,deny
WB65A1310,renewbuy,deny
PB04AA2004,renewbuy,deny
PB04V5669,renewbuy,deny
CH01TB0733,renewbuy,deny
PB11AR9363,renewbuy,deny
RJ14GK7260,renewbuy,deny
MH49J0385,renewbuy,deny
PB10CN2148,renewbuy,deny
PB60C4644,renewbuy,deny
PB07U3868,renewbuy,deny
OD11E9966,renewbuy,deny
PB10BW0300,renewbuy,deny
PB09AH9524,renewbuy,deny
BR01GF8946,renewbuy,deny
PB08EF8470,renewbuy,deny
BR01GE5592,renewbuy,deny
BR01GC7567,renewbuy,deny
BR01GD8132,renewbuy,deny
OR02BJ5649,renewbuy,deny
BR24GA8784,renewbuy,deny
PB13Y9907,renewbuy,deny
OR13H3945,renewbuy,deny
OD33E5633,renewbuy,deny
OD33Z2793,renewbuy,deny
OD02N9831,renewbuy,deny
OR297273,renewbuy,deny
OD02B6196,renewbuy,deny
OD02F4703,renewbuy,deny
OD33J2509,renewbuy,deny
OR21C5792,renewbuy,deny
OR21C9205,renewbuy,deny
OD33Y9332,renewbuy,deny
OD05C0722,renewbuy,deny
OR02BS8822,renewbuy,deny
OD05H3014,renewbuy,deny
OR02BU4389,renewbuy,deny
MH11AL1172,renewbuy,deny
OD02D2887,renewbuy,deny
OD02U2160,renewbuy,deny
KA28A0076,renewbuy,deny
RJ14GK6949,renewbuy,deny
TN22CA3215,renewbuy,deny
TN03J7373,renewbuy,deny
RJ14GK6073,renewbuy,deny
TN02F1669,renewbuy,deny
TN07AW4119,renewbuy,deny
TN23BH7003,renewbuy,deny
OD05AP4065,renewbuy,deny
TN07BQ4548,renewbuy,deny
OR02P4574,renewbuy,deny
TN09BD7726,renewbuy,deny
TN22CK0724,renewbuy,deny
TN09CT9495,renewbuy,deny
HR51AV6202,renewbuy,deny
HR68B0081,renewbuy,deny
TN18Z3533,renewbuy,deny
TN02Q1743,renewbuy,deny
PB08AP6614,renewbuy,deny
TN73S1051,renewbuy,deny
PB08BX8649,renewbuy,deny
PB09L2786,renewbuy,deny
PB05AB8257,renewbuy,deny
PB09X7748,renewbuy,deny
PB07BE8187,renewbuy,deny
PB03AT8800,renewbuy,deny
UP21AN9536,renewbuy,deny
PB07AE4106,renewbuy,deny
DL6CL4321,renewbuy,deny
PB41C3993,renewbuy,deny
TN38AF5224,renewbuy,deny
PB09X1820,renewbuy,deny
PB08EL4279,renewbuy,deny
PB08EK8379,renewbuy,deny
PB63D0928,renewbuy,deny
TN02P2342,renewbuy,deny
KA13TB8275,renewbuy,deny
PB10DR0015,renewbuy,deny
TN04V7530,renewbuy,deny
TN22BL2533,renewbuy,deny
GJ03EA4013,renewbuy,deny
TN02AM3673,renewbuy,deny
TN11W4225,renewbuy,deny
TN01T8970,renewbuy,deny
TN28BW4759,renewbuy,deny
TN05AF6887,renewbuy,deny
TN22BL0375,renewbuy,deny
JH02AU0856,renewbuy,deny
PB09X0248,renewbuy,deny
PB08EC1941,renewbuy,deny
PB08CX5658,renewbuy,deny
PB10DA0202,renewbuy,deny
TN06B9522,renewbuy,deny
DL4CAE8257,renewbuy,deny
TN23BU5926,renewbuy,deny
PB08CP9999,renewbuy,deny
DL7CP0368,renewbuy,deny
TN22BL6687,renewbuy,deny
TN74AL8688,renewbuy,deny
DL2CQ7951,renewbuy,deny
PB30J0014,renewbuy,deny
PB01A0952,renewbuy,deny
MH08E9206,renewbuy,deny
TN07AR1120,renewbuy,deny
TN21AX6538,renewbuy,deny
TN05BQ5648,renewbuy,deny
TN03C8429,renewbuy,deny
TN07AR2084,renewbuy,deny
OD337375,renewbuy,deny
TN22CJ5371,renewbuy,deny
KA26M7854,renewbuy,deny
JH04E2713,renewbuy,deny
BR01GE9664,renewbuy,deny
PB05AM2471,renewbuy,deny
BR01PH6253,renewbuy,deny
PB15F0098,renewbuy,deny
PB05Y6206,renewbuy,deny
PB30H5695,renewbuy,deny
BR03PA2103,renewbuy,deny
HR26BR1007,renewbuy,deny
PB11AS8143,renewbuy,deny
KA05AA3450,renewbuy,deny
KA03D5824,renewbuy,deny
TN45AF3088,renewbuy,deny
OR07S1015,renewbuy,deny
UK02TA1587,renewbuy,deny
UP14AS7768,renewbuy,deny
DL2CAG8114,renewbuy,deny
PB03AZ0452,renewbuy,deny
MH21BH8777,renewbuy,deny
BR06PE1683,renewbuy,deny
BR06PC2731,renewbuy,deny
MH40CD6963,renewbuy,deny
BR06L0364,renewbuy,deny
MH16CA0372,renewbuy,deny
BR06P9434,renewbuy,deny
MH04G7716,renewbuy,deny
MH04HY3694,renewbuy,deny
MH04FK0870,renewbuy,deny
BR06PB1742,renewbuy,deny
BR06GD8641,renewbuy,deny
OD02AY6601,renewbuy,deny
OD33Z1494,renewbuy,deny
OD02BM7228,renewbuy,deny
OR02BZ3543,renewbuy,deny
OD07AD0181,renewbuy,deny
OD22Q9711,renewbuy,deny
PB04V7680,renewbuy,deny
OD09Q2101,renewbuy,deny
PB05Y9619,renewbuy,deny
OR09J8929,renewbuy,deny
OD02BH4507,renewbuy,deny
PB04R9301,renewbuy,deny
OR02BB4279,renewbuy,deny
OD331572,renewbuy,deny
OD21A1710,renewbuy,deny
CH03N5900,renewbuy,deny
PB04V2726,renewbuy,deny
HR55V9109,renewbuy,deny
HP44A0224,renewbuy,deny
DL6CK4981,renewbuy,deny
JH08D5330,renewbuy,deny
DL4CNE1044,renewbuy,deny
TN10AT3944,renewbuy,deny
TN57W4015,renewbuy,deny
UP32CS5670,renewbuy,deny
MH14CX8872,renewbuy,deny
UP32FN7876,renewbuy,deny
MH12QG7606,renewbuy,deny
OR02BH3037,renewbuy,deny
HP17A8863,renewbuy,deny
UP50BH7444,renewbuy,deny
TN21T6855,renewbuy,deny
TN12P0765,renewbuy,deny
TN20AU5073,renewbuy,deny
TN05AH5586,renewbuy,deny
TN05BL7701,renewbuy,deny
OD02AJ3903,renewbuy,deny
TN59AY6606,renewbuy,deny
TN27X0597,renewbuy,deny
TN257776,renewbuy,deny
TN45B2493,renewbuy,deny
TN28F5990,renewbuy,deny
HR59C5541,renewbuy,deny
BR01GD8859,renewbuy,deny
BR1G8946,renewbuy,deny
TN05W6252,renewbuy,deny
PB03AN8609,renewbuy,deny
KA51A4451,renewbuy,deny
HP72B6667,renewbuy,deny
BR28B1594,renewbuy,deny
JH17B2292,renewbuy,deny
TN54B7610,renewbuy,deny
TN30AA0186,renewbuy,deny
TN45H9599,renewbuy,deny
TN23S7999,renewbuy,deny
TN11X6502,renewbuy,deny
BR01PA2875,renewbuy,deny
TN18W5134,renewbuy,deny
TN09CT8793,renewbuy,deny
TN03B9528,renewbuy,deny
TN22BJ4375,renewbuy,deny
TN11AC4467,renewbuy,deny
HR74A4131,renewbuy,deny
TN05Q2841,renewbuy,deny
TN29AX1440,renewbuy,deny
TN01BB3260,renewbuy,deny
TN28AH1023,renewbuy,deny
PB07M5191,renewbuy,deny
PB03U9705,renewbuy,deny
TN10H8489,renewbuy,deny
PB08BH0177,renewbuy,deny
TN09AZ5644,renewbuy,deny
HR29AJ6822,renewbuy,deny
TN09BE5535,renewbuy,deny
DL8CX0715,renewbuy,deny
PB09R8878,renewbuy,deny
PB08BL4201,renewbuy,deny
OD02B7306,renewbuy,deny
TN04S9878,renewbuy,deny
OD02AN5119,renewbuy,deny
TN14U6490,renewbuy,deny
PB02AQ5757,renewbuy,deny
TN02AP7491,renewbuy,deny
PB08BY2534,renewbuy,deny
TN04AJ8844,renewbuy,deny
PB08BL8378,renewbuy,deny
TN22CF9128,renewbuy,deny
DL1CM1771,renewbuy,deny
TN22BB6350,renewbuy,deny
TN14F1703,renewbuy,deny
PB12E9151,renewbuy,deny
UP64H3802,renewbuy,deny
TN18C8404,renewbuy,deny
PB08DS7181,renewbuy,deny
DL1LQ6949,renewbuy,deny
TN197624,renewbuy,deny
RJ31GB3669,renewbuy,deny
PB03AP0280,renewbuy,deny
GJ25B1133,renewbuy,deny
PB57A1780,renewbuy,deny
TN11Y9960,renewbuy,deny
PB32G2917,renewbuy,deny
PB03AA0049,renewbuy,deny
PB07AL6932,renewbuy,deny
UP78AY3609,renewbuy,deny
TN22BP4824,renewbuy,deny
PB09K5121,renewbuy,deny
PB10ES4672,renewbuy,deny
TN57BU2588,renewbuy,deny
TN31CX3946,renewbuy,deny
TN63W2535,renewbuy,deny
TN69K7893,renewbuy,deny
PB46M7758,renewbuy,deny
TN67C6979,renewbuy,deny
PB01B5768,renewbuy,deny
TN68A6133,renewbuy,deny
PB32L9936,renewbuy,deny
TN05BX6489,renewbuy,deny
RJ11GB2727,renewbuy,deny
MH04G4520,renewbuy,deny
MH11T9831,renewbuy,deny
MH09BC4471,renewbuy,deny
WB39B6980,renewbuy,deny
WB379458,renewbuy,deny
PB08DS6928,renewbuy,deny
GJ11M2196,renewbuy,deny
PB10GK5591,renewbuy,deny
PB03BH6560,renewbuy,deny
OD02AS8072,renewbuy,deny
OD33V9473,renewbuy,deny
OD29D8256,renewbuy,deny
JK05C5205,renewbuy,deny
JK073562,renewbuy,deny
WB453249,renewbuy,deny
WB65D6824,renewbuy,deny
WB65D6810,renewbuy,deny
BR01GB4241,renewbuy,deny
BR01PL9618,renewbuy,deny
MH48AX1512,renewbuy,deny
BR38P3908,renewbuy,deny
BR01PM0188,renewbuy,deny
MH04CW2904,renewbuy,deny
BR01PK0320,renewbuy,deny
MH26N9128,renewbuy,deny
MH20W9956,renewbuy,deny
UK02CA0704,renewbuy,deny
OR08E9147,renewbuy,deny
TN02P1888,renewbuy,deny
TN03X3416,renewbuy,deny
TN22CH0708,renewbuy,deny
TN01W3895,renewbuy,deny
TN01BD7391,renewbuy,deny
TN02P3029,renewbuy,deny
TN22DQ8842,renewbuy,deny
TN20BP8640,renewbuy,deny
TN20CF0848,renewbuy,deny
HP72B6113,renewbuy,deny
TN19X2391,renewbuy,deny
UP40T5518,renewbuy,deny
TN21AH4857,renewbuy,deny
TN07CW0358,renewbuy,deny
UP40T5516,renewbuy,deny
TN03C0041,renewbuy,deny
UP40T5519,renewbuy,deny
TN07AP7688,renewbuy,deny
UP40T5521,renewbuy,deny
UP40T5520,renewbuy,deny
UP40T5517,renewbuy,deny
OD02B4255,renewbuy,deny
TN21AB8737,renewbuy,deny
OR09H5793,renewbuy,deny
OD02Y3313,renewbuy,deny
OD02AA4981,renewbuy,deny
OD02W7479,renewbuy,deny
OR02BR5820,renewbuy,deny
OR02BM5357,renewbuy,deny
OD02AF4987,renewbuy,deny
OD29C7228,renewbuy,deny
TN02AC1656,renewbuy,deny
MH12PQ0839,renewbuy,deny
DL4CAJ8093,renewbuy,deny
PB01C0233,renewbuy,deny
DL8CAW6845,renewbuy,deny
PB09AK9039,renewbuy,deny
HP01C0590,renewbuy,deny
OR25B3651,renewbuy,deny
MH05AM0793,renewbuy,deny
OD14A6655,renewbuy,deny
PB08CP4954,renewbuy,deny
OR05AB9621,renewbuy,deny
DL3CBD8200,renewbuy,deny
PB07AS9502,renewbuy,deny
PB07AB6769,renewbuy,deny
TN52H1155,renewbuy,deny
PB09X2084,renewbuy,deny
OD33N5417,renewbuy,deny
PB08BC9077,renewbuy,deny
TN46L1022,renewbuy,deny
PB10ES7394,renewbuy,deny
PB07BY1614,renewbuy,deny
PB31P0793,renewbuy,deny
CH01CE4437,renewbuy,deny
PB09AK4248,renewbuy,deny
PB07AE0064,renewbuy,deny
JH02AX8013,renewbuy,deny
KA03AF1922,renewbuy,deny
JH02AV2675,renewbuy,deny
TN11W0299,renewbuy,deny
OR02BH9521,renewbuy,deny
OR02AS8768,renewbuy,deny
TN02AQ3961,renewbuy,deny
MH500861,renewbuy,deny
HR74A3901,renewbuy,deny
DL8CT9978,renewbuy,deny
AP39AD6999,renewbuy,deny
TN11AE3393,renewbuy,deny
MH14GD4468,renewbuy,deny
DL3CBS7649,renewbuy,deny
HR55AD7007,renewbuy,deny
JH01BY7784,renewbuy,deny
MH14GD6064,renewbuy,deny
PB30G9412,renewbuy,deny
MH11T9807,renewbuy,deny
MH04HN0838,renewbuy,deny
OD02B0481,renewbuy,deny
OR02BB2775,renewbuy,deny
UP32FN7813,renewbuy,deny
UP32JN1608,renewbuy,deny
OR02BZ7027,renewbuy,deny
OR02AE7828,renewbuy,deny
OD02L5246,renewbuy,deny
OR02P3323,renewbuy,deny
OR02AU3343,renewbuy,deny
OD02AJ8382,renewbuy,deny
PB30R9812,renewbuy,deny
PB65M2795,renewbuy,deny
OR02AN7800,renewbuy,deny
OD33J9077,renewbuy,deny
BR01PJ2697,renewbuy,deny
OR02BK0884,renewbuy,deny
OD33N2617,renewbuy,deny
OR05AT2779,renewbuy,deny
OD33X6637,renewbuy,deny
TN01AE6480,renewbuy,deny
PB04V3383,renewbuy,deny
OD05H0404,renewbuy,deny
OR05AV6578,renewbuy,deny
WB51A8511,renewbuy,deny
DL3CBV6708,renewbuy,deny
OR05Z3900,renewbuy,deny
OR06K1488,renewbuy,deny
PB03AJ0648,renewbuy,deny
OD02N4586,renewbuy,deny
OD05F0645,renewbuy,deny
OD250709,renewbuy,deny
OD02AA5048,renewbuy,deny
OD05AJ1810,renewbuy,deny
WB57B6778,renewbuy,deny
OD02V5289,renewbuy,deny
OD05AM9839,renewbuy,deny
OR02AV7804,renewbuy,deny
OD02AA8138,renewbuy,deny
OR05AM2212,renewbuy,deny
OD02AW9860,renewbuy,deny
OR02AX7508,renewbuy,deny
OR05AK6976,renewbuy,deny
OD02L0659,renewbuy,deny
OD05AA4534,renewbuy,deny
OD33U2519,renewbuy,deny
OD33T1302,renewbuy,deny
OD05AN0583,renewbuy,deny
OD13C5979,renewbuy,deny
OD02Y2516,renewbuy,deny
OD02AH7093,renewbuy,deny
OD027114,renewbuy,deny
OR02BH5084,renewbuy,deny
OD02AU6706,renewbuy,deny
OD02N6406,renewbuy,deny
OR02BU3938,renewbuy,deny
OD02D9456,renewbuy,deny
OR02BF2100,renewbuy,deny
OD02BB2103,renewbuy,deny
OD02AW4548,renewbuy,deny
TN31H3787,renewbuy,deny
TN76M2819,renewbuy,deny
MH04HJ0589,renewbuy,deny
MH02JP3628,renewbuy,deny
MH04JH3994,renewbuy,deny
MH02FB1187,renewbuy,deny
MH48F4885,renewbuy,deny
MH04GN5515,renewbuy,deny
OR221785,renewbuy,deny
OD02T0176,renewbuy,deny
TN22CS4453,renewbuy,deny
MH47AJ1663,renewbuy,deny
TN25BA8012,renewbuy,deny
MH02EW7883,renewbuy,deny
TN02AQ5914,renewbuy,deny
TN18A4758,renewbuy,deny
TN22L5599,renewbuy,deny
PB09T1577,renewbuy,deny
TN03A3660,renewbuy,deny
OD02BC6029,renewbuy,deny
DL3CBC0798,renewbuy,deny
TN09F3166,renewbuy,deny
TN23AC9610,renewbuy,deny
TN18AE7044,renewbuy,deny
TN04U1423,renewbuy,deny
TN22BR9671,renewbuy,deny
TN01AH6501,renewbuy,deny
TN21AW9229,renewbuy,deny
TN23K3736,renewbuy,deny
TN03A5178,renewbuy,deny
TN31V7329,renewbuy,deny
TN20W4399,renewbuy,deny
TN02BK2873,renewbuy,deny
PB65AY6042,renewbuy,deny
TN12H4424,renewbuy,deny
DL4CNA1522,renewbuy,deny
TN06D1693,renewbuy,deny
OD33Y6225,renewbuy,deny
TN01U1579,renewbuy,deny
TN09AB3231,renewbuy,deny
OD02BD8028,renewbuy,deny
TN18Z1969,renewbuy,deny
PB46AC7780,renewbuy,deny
TN09AD3801,renewbuy,deny
MH47X1715,renewbuy,deny
TN18AL4279,renewbuy,deny
OD33B7874,renewbuy,deny
MH48F4054,renewbuy,deny
PB08ET3359,renewbuy,deny
TN07AP6311,renewbuy,deny
TN20BE6302,renewbuy,deny
MH02DK9849,renewbuy,deny
PB08CP8631,renewbuy,deny
OR02BB0326,renewbuy,deny
TN22DP6761,renewbuy,deny
MH03CN2717,renewbuy,deny
MH48BF8611,renewbuy,deny
MH49F0336,renewbuy,deny
MH04EB4593,renewbuy,deny
PB03BD5883,renewbuy,deny
MH46F9707,renewbuy,deny
MH04CU9217,renewbuy,deny
TN19A6369,renewbuy,deny
TN38AB3673,renewbuy,deny
TN28AC7330,renewbuy,deny
TN28F1803,renewbuy,deny
PB10EA1854,renewbuy,deny
TN67H6685,renewbuy,deny
UK02CA0523,renewbuy,deny
OD25A1802,renewbuy,deny
TN28C9505,renewbuy,deny
TN67C3839,renewbuy,deny
TN72R7999,renewbuy,deny
TN27C2088,renewbuy,deny
OD05AP4014,renewbuy,deny
UK02CA0367,renewbuy,deny
PB09Q4249,renewbuy,deny
OD02AF2418,renewbuy,deny
PB10CH1765,renewbuy,deny
OD05B4254,renewbuy,deny
UK02A4343,renewbuy,deny
PB31P7949,renewbuy,deny
JH01BG9263,renewbuy,deny
MH21AD0640,renewbuy,deny
OD33J2983,renewbuy,deny
TN87B6417,renewbuy,deny
TN38BJ3534,renewbuy,deny
TN09AY7223,renewbuy,deny
TN45Z4019,renewbuy,deny
TN06W4503,renewbuy,deny
TN25V2971,renewbuy,deny
TN57J5716,renewbuy,deny
TN06B9433,renewbuy,deny
MH06AG9089,renewbuy,deny
TN14R3937,renewbuy,deny
DL6CM1490,renewbuy,deny
TN22CQ6435,renewbuy,deny
MH04BU3608,renewbuy,deny
TN22BL1058,renewbuy,deny
PB13W5082,renewbuy,deny
MP30LA1156,renewbuy,deny
MH04JU7757,renewbuy,deny
PB08DG4846,renewbuy,deny
RJ14GJ7231,renewbuy,deny
PB08EG4774,renewbuy,deny
MH11BA5945,renewbuy,deny
PB08DS7043,renewbuy,deny
RJ14GK5748,renewbuy,deny
RJ14GK5747,renewbuy,deny
PB09J1137,renewbuy,deny
RJ14GK5743,renewbuy,deny
TN01C6273,renewbuy,deny
PB08BL7755,renewbuy,deny
OR07B9788,renewbuy,deny
TN18K7592,renewbuy,deny
PB01B4047,renewbuy,deny
OD02AC5703,renewbuy,deny
OD02AV6991,renewbuy,deny
OD33H9531,renewbuy,deny
OR02AW1462,renewbuy,deny
OD33U6134,renewbuy,deny
OR02BM4652,renewbuy,deny
OR02BM1782,renewbuy,deny
OD15F2997,renewbuy,deny
OR05AB5697,renewbuy,deny
OD33H7721,renewbuy,deny
OD02P7302,renewbuy,deny
MH03BY7872,renewbuy,deny
OD33D5938,renewbuy,deny
OD33H9369,renewbuy,deny
OD33W6828,renewbuy,deny
OD02AC9313,renewbuy,deny
WB37C7608,renewbuy,deny
WB37B0383,renewbuy,deny
PB29AE5123,renewbuy,deny
WB38T9494,renewbuy,deny
WB37D2525,renewbuy,deny
UP32GN1295,renewbuy,deny
OD02AK1247,renewbuy,deny
BR01GA3729,renewbuy,deny
PB65G5515,renewbuy,deny
BR01GB6809,renewbuy,deny
HR26AG1662,renewbuy,deny
BR01GJ7741,renewbuy,deny
OD33R9508,renewbuy,deny
BR31GB2010,renewbuy,deny
PB11CR1449,renewbuy,deny
OD18E3687,renewbuy,deny
OD18E2770,renewbuy,deny
OD02AV1917,renewbuy,deny
BR01GF0867,renewbuy,deny
OD07AB1301,renewbuy,deny
UP86T5400,renewbuy,deny
OR02BZ6548,renewbuy,deny
UP86T5454,renewbuy,deny
PB01B5475,renewbuy,deny
PB13S0061,renewbuy,deny
MH04FC3029,renewbuy,deny
PB29M8737,renewbuy,deny
MH48AX2987,renewbuy,deny
PB10GK4709,renewbuy,deny
PB10ES2827,renewbuy,deny
MH48BF3427,renewbuy,deny
PB29M8627,renewbuy,deny
MH04CP3540,renewbuy,deny
TN119931,renewbuy,deny
UP16AF8965,renewbuy,deny
TN04F6024,renewbuy,deny
TN28AA3786,renewbuy,deny
TN058542,renewbuy,deny
TN03C0390,renewbuy,deny
TN69P0751,renewbuy,deny
TN04S0677,renewbuy,deny
TN50F0786,renewbuy,deny
TN28AA2626,renewbuy,deny
TN97Y2270,renewbuy,deny
OR02AX2069,renewbuy,deny
TN28A4588,renewbuy,deny
TN30M3434,renewbuy,deny
TN20AU1596,renewbuy,deny
TN02BP6726,renewbuy,deny
TN05AD9230,renewbuy,deny
TN02P7769,renewbuy,deny
TN01AP5536,renewbuy,deny
TN24K5431,renewbuy,deny
TN02AV7949,renewbuy,deny
TN28AP4594,renewbuy,deny
MH40Y7065,renewbuy,deny
TN09AV5560,renewbuy,deny
TN09CP1738,renewbuy,deny
TN168467,renewbuy,deny
DL4CNE2518,renewbuy,deny
TN22AX2590,renewbuy,deny
TN143871,renewbuy,deny
TN11AU2356,renewbuy,deny
TN22CE8140,renewbuy,deny
MH12KQ2349,renewbuy,deny
HR26BR8314,renewbuy,deny
TN22DF1104,renewbuy,deny
TN68C8362,renewbuy,deny
OD199277,renewbuy,deny
TN05AB1716,renewbuy,deny
TN51L2567,renewbuy,deny
UP70GT7178,renewbuy,deny
UP70FT1860,renewbuy,deny
TN01W8062,renewbuy,deny
OD02AH6261,renewbuy,deny
TN28B1819,renewbuy,deny
OD02AL1928,renewbuy,deny
TN461972,renewbuy,deny
HR16H1745,renewbuy,deny
UP22AS3055,renewbuy,deny
OD33AA3737,renewbuy,deny
UP32FP7711,renewbuy,deny
TN54F7399,renewbuy,deny
PB09C0048,renewbuy,deny
PB06AK1201,renewbuy,deny
TN21AY9903,renewbuy,deny
PB03BH8993,renewbuy,deny
TN21AK4138,renewbuy,deny
PB03V8671,renewbuy,deny
PB65AK7831,renewbuy,deny
PB10FB8610,renewbuy,deny
HP666474,renewbuy,deny
HP24C2899,renewbuy,deny
PB08CH7411,renewbuy,deny
PB08CV1007,renewbuy,deny
PB08BQ3056,renewbuy,deny
UP70FT5251,renewbuy,deny
PB08CB8684,renewbuy,deny
TN67R8755,renewbuy,deny
PB08CP9313,renewbuy,deny
TN59BT5368,renewbuy,deny
TN59AE8230,renewbuy,deny
TN58S5303,renewbuy,deny
TN22CD5686,renewbuy,deny
BR01GF6917,renewbuy,deny
PB04AD5925,renewbuy,deny
TN02AP7499,renewbuy,deny
OD24D2432,renewbuy,deny
PB04AC4513,renewbuy,deny
PB04AC1526,renewbuy,deny
TN01BB6211,renewbuy,deny
PB06K0094,renewbuy,deny
MH11BL9963,renewbuy,deny
MH04JQ4512,renewbuy,deny
MH04C2697,renewbuy,deny
HP38B5945,renewbuy,deny
JK220348,renewbuy,deny
PB18K0995,renewbuy,deny
PB41C3340,renewbuy,deny
PB63D0351,renewbuy,deny
UP32EM6999,renewbuy,deny
OD02BF2508,renewbuy,deny
OR01M7137,renewbuy,deny
OR07W1853,renewbuy,deny
OR02BE8987,renewbuy,deny
KA11B3963,renewbuy,deny
OD34N4596,renewbuy,deny
OD02X3720,renewbuy,deny
OD14E3997,renewbuy,deny
WB57B0502,renewbuy,deny
KA22D2623,renewbuy,deny
PB04V1583,renewbuy,deny
WB57E2362,renewbuy,deny
PB05S9099,renewbuy,deny
PB03V1044,renewbuy,deny
PB23G9983,renewbuy,deny
MH48AX7930,renewbuy,deny
MH04CW2907,renewbuy,deny
OD02R4189,renewbuy,deny
OR09K4962,renewbuy,deny
OR05Z7124,renewbuy,deny
OR02BU1101,renewbuy,deny
MH48AY9322,renewbuy,deny
OR02BY2323,renewbuy,deny
OR21E1525,renewbuy,deny
OD05C0562,renewbuy,deny
OD13E1064,renewbuy,deny
WB914953,renewbuy,deny
OD13J0166,renewbuy,deny
OD336378,renewbuy,deny
WB37C9173,renewbuy,deny
OR02AH9224,renewbuy,deny
OD33V9717,renewbuy,deny
TS05UD3168,renewbuy,deny
MH43H2622,renewbuy,deny
TS30T4869,renewbuy,deny
OD05R0797,renewbuy,deny
HR16P4072,renewbuy,deny
TN12AH5270,renewbuy,deny
TN02AD1217,renewbuy,deny
TN14U6081,renewbuy,deny
TN12R6429,renewbuy,deny
TN21AF8442,renewbuy,deny
DL2CAH0621,renewbuy,deny
UP32DQ0850,renewbuy,deny
MH11T7742,renewbuy,deny
TN32M8088,renewbuy,deny
HR628474,renewbuy,deny
PB05AB2041,renewbuy,deny
MH11AL6121,renewbuy,deny
MH11CH2952,renewbuy,deny
TN20AP3129,renewbuy,deny
TN114484,renewbuy,deny
HR74A2414,renewbuy,deny
MH44U1827,renewbuy,deny
RJ14GK7349,renewbuy,deny
DL14CC1541,renewbuy,deny
RJ14GK5742,renewbuy,deny
PB08BZ1699,renewbuy,deny
PB08EG4606,renewbuy,deny
OD02H6549,renewbuy,deny
PB09Q4268,renewbuy,deny
HP19C0272,renewbuy,deny
OD02AA6064,renewbuy,deny
OD02U2848,renewbuy,deny
PB07BV5173,renewbuy,deny
PB19T8323,renewbuy,deny
PB10ES7759,renewbuy,deny
HR39B9774,renewbuy,deny
TN28C0257,renewbuy,deny
OD25D7590,renewbuy,deny
RJ11GB4079,renewbuy,deny
PB46Y7110,renewbuy,deny
OD07U5921,renewbuy,deny
OD33Z5698,renewbuy,deny
TN30AF2239,renewbuy,deny
TN63BC7218,renewbuy,deny
MH03BT9539,renewbuy,deny
TN05AB4350,renewbuy,deny
MH01CV3574,renewbuy,deny
MH03AM8378,renewbuy,deny
TN22BR2794,renewbuy,deny
MH47AD4963,renewbuy,deny
MH47AJ3216,renewbuy,deny
MH48N2915,renewbuy,deny
TN22BP5809,renewbuy,deny
MH04JU4263,renewbuy,deny
PB08BX6335,renewbuy,deny
PB08AT4288,renewbuy,deny
PB36D4911,renewbuy,deny
HP38A8383,renewbuy,deny
PB65BA8667,renewbuy,deny
PB08AY9277,renewbuy,deny
KA52A2829,renewbuy,deny
OR10K0843,renewbuy,deny
OR10K0844,renewbuy,deny
TN11AC7743,renewbuy,deny
PB07AL7714,renewbuy,deny
HR766092,renewbuy,deny
TN02AW9780,renewbuy,deny
PB12F8697,renewbuy,deny
PB23Z5811,renewbuy,deny
PB07BG4164,renewbuy,deny
PB10CM3541,renewbuy,deny
OR02BV6082,renewbuy,deny
OD33P9514,renewbuy,deny
OR02Y5087,renewbuy,deny
MH04C0086,renewbuy,deny
TN58L4723,renewbuy,deny
JK04C5598,renewbuy,deny
OD11Q2351,renewbuy,deny
OD22G4119,renewbuy,deny
OD01AA6023,renewbuy,deny
WB57C9779,renewbuy,deny
MH43Y6410,renewbuy,deny
MH20EJ3196,renewbuy,deny
HR13C4839,renewbuy,deny
OD25E0894,renewbuy,deny
PB04AB9624,renewbuy,deny
MH48BF4480,renewbuy,deny
OD05P5198,renewbuy,deny
MH48BM0105,renewbuy,deny
MH14GU8913,renewbuy,deny
OD02S8520,renewbuy,deny
OD02G2823,renewbuy,deny
UP70HT3934,renewbuy,deny
TN37L8737,renewbuy,deny
